age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
young,Private,p50,Assoc-voc,average,Never-married,Machine-op-inspct,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Assoc-voc,average,Never-married,Adm-clerical,Not-in-family,Other,Female,nonzero,zero,normal,United-States,<=50K
young,Private,p25,Bachelors,average,Never-married,Exec-managerial,Not-in-family,White,Male,nonzero,zero,normal,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Divorced,Tech-support,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p75,Prof-school,high_education,Divorced,Sales,Not-in-family,White,Male,zero,zero,high,United-States,>50K
old,Self-emp-not-inc,p25,HS-grad,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,11th,elementary,Never-married,Other-service,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p25,Bachelors,average,Separated,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Self-emp-not-inc,p100,Masters,average,Divorced,Exec-managerial,Not-in-family,White,Male,zero,zero,high,United-States,>50K
adult,Private,p75,Assoc-voc,average,Divorced,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,Prof-school,high_education,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,high,?,<=50K
adult,Private,p75,12th,elementary,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p100,Some-college,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p25,Assoc-voc,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p75,Some-college,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,nonzero,zero,normal,United-States,<=50K
young,Self-emp-inc,p75,Bachelors,average,Divorced,Sales,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p25,HS-grad,average,Divorced,Adm-clerical,Other-relative,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,9th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,Some-college,average,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,zero,zero,normal,Greece,<=50K
young,Private,p100,Some-college,average,Divorced,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Wife,White,Female,zero,zero,normal,United-States,>50K
middle_aged,State-gov,p75,Bachelors,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p50,HS-grad,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,HS-grad,average,Never-married,Other-service,Other-relative,White,Female,zero,zero,low,Hungary,<=50K
young,Federal-gov,p100,Assoc-acdm,average,Married-civ-spouse,Tech-support,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Federal-gov,p100,Some-college,average,Married-civ-spouse,Adm-clerical,Husband,Black,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Adm-clerical,Own-child,White,Male,zero,zero,low,United-States,<=50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,Italy,>50K
young,Self-emp-inc,p100,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,high,Mexico,>50K
teenager,Private,p50,11th,elementary,Never-married,Sales,Own-child,White,Male,zero,zero,low,United-States,<=50K
middle_aged2,Private,p75,Some-college,average,Divorced,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p100,HS-grad,average,Divorced,Other-service,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-spouse-absent,Transport-moving,Own-child,Other,Male,zero,zero,normal,?,<=50K
young,Private,p50,Some-college,average,Never-married,Exec-managerial,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Local-gov,p50,Some-college,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p75,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Self-emp-not-inc,p100,Masters,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
middle_aged2,Private,p75,Some-college,average,Never-married,Machine-op-inspct,Not-in-family,White,Male,zero,zero,low,United-States,<=50K
middle_aged2,Private,p100,Masters,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
very_old,Local-gov,p75,9th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,7th-8th,elementary,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,Mexico,<=50K
teenager,Private,p25,12th,elementary,Never-married,Transport-moving,Own-child,White,Male,zero,zero,low,United-States,<=50K
adult,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Never-married,Sales,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,12th,elementary,Separated,Adm-clerical,Unmarried,White,Female,nonzero,zero,normal,United-States,<=50K
young,Private,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,nonzero,zero,normal,Philippines,>50K
middle_aged,Private,p50,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Assoc-acdm,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,Italy,<=50K
middle_aged2,State-gov,p75,Masters,average,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Federal-gov,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p50,HS-grad,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p25,Some-college,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,Germany,>50K
young,Private,p75,HS-grad,average,Divorced,Machine-op-inspct,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,Bachelors,average,Never-married,Sales,Own-child,White,Male,zero,zero,normal,United-States,<=50K
teenager,Local-gov,p50,10th,elementary,Never-married,Protective-serv,Own-child,White,Female,zero,nonzero,normal,United-States,<=50K
middle_aged2,Local-gov,p100,Masters,average,Married-civ-spouse,Prof-specialty,Wife,White,Female,nonzero,zero,normal,United-States,>50K
adult,Private,p75,Some-college,average,Never-married,Sales,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,zero,zero,high,Philippines,>50K
young,State-gov,p100,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,Some-college,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
old,Private,p50,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p25,Bachelors,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
young,Private,p100,Prof-school,high_education,Married-civ-spouse,Sales,Husband,White,Male,zero,nonzero,very_high,United-States,>50K
teenager,Local-gov,p50,11th,elementary,Never-married,Prof-specialty,Own-child,Black,Male,zero,zero,low,United-States,<=50K
middle_aged,Private,p100,Doctorate,high_education,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,>50K
young,Private,p75,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,normal,United-States,>50K
middle_aged,Self-emp-not-inc,p25,Bachelors,average,Divorced,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,France,<=50K
adult,Private,p75,HS-grad,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Bachelors,average,Never-married,Sales,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
teenager,Self-emp-inc,p25,11th,elementary,Never-married,Sales,Own-child,White,Male,zero,zero,low,United-States,<=50K
young,Private,p25,HS-grad,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,>50K
old,Private,p75,Assoc-voc,average,Widowed,Other-service,Not-in-family,White,Female,nonzero,zero,normal,United-States,<=50K
middle_aged,Private,p25,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p75,Bachelors,average,Never-married,Sales,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Local-gov,p75,Masters,average,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,zero,zero,high,United-States,>50K
young,State-gov,p25,Masters,average,Never-married,Prof-specialty,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,Assoc-voc,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p50,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Sales,Own-child,Black,Male,zero,zero,normal,United-States,<=50K
adult,Private,p50,Some-college,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p25,HS-grad,average,Married-civ-spouse,Protective-serv,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p50,Assoc-acdm,average,Married-civ-spouse,Farming-fishing,Husband,White,Male,nonzero,zero,high,United-States,<=50K
young,Private,p100,Bachelors,average,Never-married,Exec-managerial,Other-relative,Black,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Divorced,Transport-moving,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p75,Masters,average,Married-civ-spouse,Sales,Wife,White,Female,zero,nonzero,normal,United-States,>50K
old,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,nonzero,zero,normal,United-States,>50K
adult,Private,p50,Bachelors,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,low,United-States,<=50K
young,Private,p100,Some-college,average,Never-married,Protective-serv,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
very_old,Private,p25,HS-grad,average,Married-civ-spouse,Sales,Husband,White,Male,zero,nonzero,high,United-States,<=50K
adult,Local-gov,p25,Bachelors,average,Never-married,Adm-clerical,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,7th-8th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
teenager,Private,p75,Some-college,average,Married-civ-spouse,Other-service,Wife,White,Female,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p50,Prof-school,high_education,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p50,Bachelors,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p75,Prof-school,high_education,Divorced,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,>50K
adult,Private,p75,HS-grad,average,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Never-married,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p50,11th,elementary,Divorced,Machine-op-inspct,Other-relative,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,England,>50K
middle_aged2,Local-gov,p25,HS-grad,average,Divorced,Exec-managerial,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Divorced,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-inc,p75,HS-grad,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,low,?,<=50K
young,Private,p25,11th,elementary,Married-civ-spouse,Sales,Wife,White,Female,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-inc,p100,9th,elementary,Married-civ-spouse,Sales,Wife,White,Female,zero,zero,high,Dominican-Republic,<=50K
middle_aged2,Private,p100,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,Mexico,<=50K
adult,Local-gov,p75,HS-grad,average,Never-married,Transport-moving,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Divorced,Craft-repair,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,zero,zero,low,United-States,<=50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,Germany,>50K
young,Private,p100,HS-grad,average,Divorced,Adm-clerical,Unmarried,Black,Female,zero,zero,high,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Separated,Craft-repair,Unmarried,Black,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Other-service,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Federal-gov,p25,Some-college,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,Some-college,average,Never-married,Transport-moving,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-inc,p100,Masters,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p25,Bachelors,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p50,HS-grad,average,Married-civ-spouse,Transport-moving,Husband,Black,Male,zero,nonzero,normal,United-States,>50K
teenager,Private,p25,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,low,United-States,<=50K
middle_aged2,Self-emp-not-inc,p25,HS-grad,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p25,7th-8th,elementary,Widowed,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Self-emp-not-inc,p25,Some-college,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p50,HS-grad,average,Separated,Craft-repair,Unmarried,Black,Female,zero,nonzero,normal,United-States,<=50K
middle_aged,Private,p25,Some-college,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Self-emp-not-inc,p25,Some-college,average,Divorced,Sales,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p100,Some-college,average,Never-married,Other-service,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,Assoc-voc,average,Married-civ-spouse,Craft-repair,Husband,Black,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p50,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Federal-gov,p75,Some-college,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,high,United-States,<=50K
young,Private,p50,HS-grad,average,Divorced,Craft-repair,Unmarried,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Transport-moving,Own-child,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
young,Federal-gov,p75,Assoc-acdm,average,Never-married,Adm-clerical,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p75,HS-grad,average,Never-married,Machine-op-inspct,Own-child,White,Male,zero,zero,low,United-States,<=50K
young,Private,p50,Assoc-voc,average,Married-civ-spouse,Exec-managerial,Wife,White,Female,zero,zero,normal,Puerto-Rico,>50K
young,Private,p25,Some-college,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,low,United-States,<=50K
young,Local-gov,p75,Some-college,average,Never-married,Adm-clerical,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged,Private,p75,HS-grad,average,Divorced,Other-service,Not-in-family,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
young,State-gov,p25,HS-grad,average,Divorced,Protective-serv,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Separated,Prof-specialty,Other-relative,Black,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p50,HS-grad,average,Never-married,Machine-op-inspct,Other-relative,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p50,HS-grad,average,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
young,Private,p100,12th,elementary,Married-civ-spouse,Adm-clerical,Wife,White,Female,zero,zero,normal,United-States,<=50K
young,State-gov,p75,Some-college,average,Never-married,Prof-specialty,Own-child,Black,Female,zero,zero,normal,United-States,<=50K
young,Private,p75,HS-grad,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,low,United-States,<=50K
adult,Private,p50,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,low,United-States,<=50K
old,Private,p25,HS-grad,average,Divorced,Exec-managerial,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Other-service,Own-child,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Local-gov,p25,Masters,average,Never-married,Prof-specialty,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p100,HS-grad,average,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p75,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p100,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Separated,Handlers-cleaners,Unmarried,Black,Female,zero,zero,normal,United-States,<=50K
middle_aged2,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Wife,White,Female,zero,zero,normal,United-States,<=50K
old,Self-emp-not-inc,p25,Bachelors,average,Married-civ-spouse,Sales,Husband,White,Male,nonzero,zero,low,United-States,<=50K
middle_aged2,Private,p100,Masters,average,Divorced,Exec-managerial,Not-in-family,White,Male,zero,nonzero,high,United-States,>50K
young,Private,p25,Assoc-acdm,average,Married-civ-spouse,Exec-managerial,Husband,White,Male,zero,zero,normal,United-States,>50K
teenager,Private,p75,12th,elementary,Never-married,Other-service,Other-relative,Black,Male,zero,zero,low,United-States,<=50K
teenager,Private,p25,11th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
adult,Private,p25,HS-grad,average,Married-civ-spouse,Adm-clerical,Wife,White,Female,zero,zero,low,United-States,<=50K
teenager,Private,p75,Some-college,average,Never-married,Tech-support,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p25,Assoc-voc,average,Married-civ-spouse,Adm-clerical,Husband,White,Male,zero,zero,normal,United-States,<=50K
adult,Private,p25,Some-college,average,Never-married,Transport-moving,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
old,Private,p50,Some-college,average,Divorced,Craft-repair,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Local-gov,p100,12th,elementary,Never-married,Adm-clerical,Own-child,White,Female,zero,zero,low,United-States,<=50K
young,Local-gov,p25,Bachelors,average,Never-married,Prof-specialty,Not-in-family,White,Female,nonzero,zero,normal,United-States,<=50K
adult,State-gov,p100,Assoc-voc,average,Divorced,Adm-clerical,Own-child,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,HS-grad,average,Separated,Transport-moving,Not-in-family,Black,Male,zero,zero,low,United-States,<=50K
young,Self-emp-not-inc,p75,Some-college,average,Married-civ-spouse,Exec-managerial,Wife,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p25,HS-grad,average,Never-married,Other-service,Not-in-family,White,Female,zero,zero,normal,United-States,<=50K
old,Private,p100,HS-grad,average,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Federal-gov,p100,Doctorate,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,nonzero,normal,United-States,>50K
middle_aged2,Private,p75,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Private,p25,12th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged,Local-gov,p25,HS-grad,average,Never-married,Protective-serv,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p100,11th,elementary,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,nonzero,normal,United-States,<=50K
young,Private,p75,11th,elementary,Never-married,Transport-moving,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,Self-emp-not-inc,p75,Some-college,average,Married-civ-spouse,Sales,Husband,White,Male,zero,zero,high,United-States,<=50K
middle_aged2,Private,p50,Bachelors,average,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,zero,zero,normal,Philippines,<=50K
adult,Self-emp-inc,p25,Bachelors,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
middle_aged,Private,p100,12th,elementary,Married-civ-spouse,Adm-clerical,Husband,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Bachelors,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
young,Private,p100,5th-6th,elementary,Never-married,Other-service,Own-child,White,Male,zero,zero,normal,Mexico,<=50K
adult,Private,p50,Some-college,average,Never-married,Other-service,Own-child,White,Female,zero,zero,normal,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Tech-support,Not-in-family,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p50,Some-college,average,Never-married,Sales,Own-child,White,Female,zero,zero,low,United-States,<=50K
adult,Private,p100,HS-grad,average,Never-married,Transport-moving,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Self-emp-inc,p75,Bachelors,average,Never-married,Exec-managerial,Own-child,White,Male,zero,zero,normal,United-States,<=50K
middle_aged,State-gov,p75,HS-grad,average,Divorced,Tech-support,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
last_years,Private,p25,Some-college,average,Divorced,Adm-clerical,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
teenager,Private,p50,11th,elementary,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,zero,zero,low,South,<=50K
adult,Private,p75,HS-grad,average,Never-married,Exec-managerial,Not-in-family,White,Male,zero,zero,high,United-States,<=50K
last_years,Private,p50,5th-6th,elementary,Married-civ-spouse,Other-service,Husband,White,Male,zero,zero,low,United-States,<=50K
middle_aged,Private,p50,10th,elementary,Married-civ-spouse,Farming-fishing,Husband,Black,Male,zero,zero,normal,United-States,<=50K
middle_aged,Private,p50,Some-college,average,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,zero,zero,normal,Vietnam,<=50K
middle_aged2,Private,p25,HS-grad,average,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,zero,zero,normal,United-States,<=50K
young,Local-gov,p100,HS-grad,average,Married-civ-spouse,Craft-repair,Husband,White,Male,zero,zero,normal,United-States,<=50K
young,Private,p75,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
middle_aged,Local-gov,p50,Masters,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,>50K
middle_aged2,Private,p50,9th,elementary,Widowed,Other-service,Unmarried,Black,Male,zero,zero,high,?,<=50K
young,Private,p50,Some-college,average,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,zero,zero,normal,United-States,<=50K
young,Local-gov,p75,Masters,average,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,normal,United-States,<=50K
teenager,Private,p75,12th,elementary,Married-civ-spouse,Other-service,Other-relative,White,Female,nonzero,zero,normal,United-States,>50K
young,Self-emp-inc,p25,Bachelors,average,Never-married,Exec-managerial,Own-child,White,Male,zero,zero,normal,United-States,<=50K
adult,Local-gov,p75,Some-college,average,Never-married,Protective-serv,Own-child,White,Male,zero,zero,normal,United-States,>50K
middle_aged,Self-emp-not-inc,p50,Prof-school,high_education,Married-civ-spouse,Prof-specialty,Husband,White,Male,zero,zero,high,United-States,>50K
